id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2807	barriers	-0.7498	-0.5879	1	67	140	20	2021.6	18	1.9901
2841	batteries	0.6691	-0.2979	2	107	145	15	2021.3333	25.6	2.3273
2901	bayesian network	-0.1671	-0.6123	5	87	158	37	2019.027	14.973	0.8488
2904	bayesian networks	-0.2263	-0.6179	5	61	94	19	2018.3158	22.1579	1.1236
2950	behavior	-1.0833	-0.2835	1	306	909	166	2019.8072	20.4759	1.2851
3012	behavioral sciences	0.1491	0.3585	4	122	187	23	2022.3913	2.8261	0.6441
3020	behaviors	-1.1257	-0.2993	1	106	238	42	2019.8095	11.0238	0.7214
3137	bibliographies	-0.5027	-0.2461	1	67	108	11	2021.7273	13.3636	2.0057
3163	big data	-0.4806	0.1974	1	493	2506	392	2019.4694	32.0459	2.0824
3166	big data analytics	-0.4035	-0.0105	1	207	414	60	2019.7167	39.3833	2.9026
3221	bim	-0.3438	-0.0007	1	52	110	19	2020.2632	37.8947	2.7892
3305	biological system modeling	0.5507	-0.2541	2	111	173	20	2021.6	10.15	1.1506
3340	biometrics	-0.5899	0.3906	1	72	109	29	2018.5172	27.6552	1.3792
3378	bitcoin	-0.4474	0.1545	3	135	276	47	2020.1489	38.0213	2.4314
3454	blockchain	-0.1305	0.2801	3	560	4183	709	2020.6982	23.7574	1.8461
3487	blockchain technology	-0.2623	0.0489	3	160	329	56	2021.4464	23.8214	2.3619
3495	blockchains	0.2053	0.6176	3	209	507	50	2021.68	14.34	2.1056
3521	bluetooth	0.4478	0.7497	3	60	91	17	2019.7647	17.7647	1.025
3602	botnet	-0.1564	0.9202	4	226	757	151	2018.8543	21.9007	1.4852
3612	botnet detection	-0.1934	1.0408	4	98	201	50	2018.76	19.62	1.5225
3803	buildings	-0.3659	0.0019	1	85	99	11	2021.0909	18.1818	1.5899
3835	business	-0.8888	-0.4603	1	138	262	37	2020.4595	20.9189	1.6242
3965	can bus	0.0894	0.5333	4	61	110	28	2019.75	21.0357	1.3371
4005	capacity	0.2148	-0.2107	3	72	105	24	2019.5833	13.875	0.8075
4078	care	-0.8654	-0.0561	1	123	236	45	2020.0667	18.3556	1.1967
4111	cascading failures	0.8298	-0.5372	2	102	194	32	2019.4375	17.1562	1.0553
4117	case study	-0.6331	-0.4254	1	91	131	30	2019.4333	10.5333	0.7707
4254	certification	-0.703	-0.4194	1	75	118	26	2019.8077	7.1923	0.4687
4296	challenges	-0.1507	0.1317	3	704	4980	645	2020.4047	30.5721	2.0755
4315	channel	0.636	0.2688	3	72	94	12	2019.25	17.0833	1.1798
4334	chaos	0.3478	0.1704	3	42	84	19	2020.3158	9.6316	0.8664
4445	china	-0.9024	-0.2868	1	86	168	52	2018.8462	15.5385	0.8978
4545	cities	-0.4844	-0.0057	1	127	257	32	2020.625	17.1562	1.4159
4557	city	-0.5736	0.0807	1	83	184	22	2021.3182	15.5455	1.7724
4584	class imbalance	-0.2582	1.0154	4	37	72	22	2020.9545	12.7727	1.0298
4594	classification	-0.3916	0.7305	4	440	1808	340	2019.9324	28.0353	1.7381
4598	classification algorithms	-0.1889	0.7634	4	131	259	31	2021.0968	12.7097	1.0512
4613	classifier	-0.4194	0.9389	4	90	185	37	2020.4054	16.8649	1.6297
4621	classifiers	-0.3885	0.8566	4	76	126	20	2020.05	69.95	3.8847
4646	climate-change	-0.5298	-0.4229	1	64	83	12	2020.3333	50.5833	4.0939
4686	closed loop systems	0.9883	-0.2463	2	63	89	12	2020.8333	9.3333	0.7934
4702	cloud	0.0162	0.2882	3	356	1377	200	2019.74	28.26	1.7521
4716	cloud computing	0.2031	0.5209	3	454	2155	366	2019.0301	24.4508	1.5552
4767	cloud security	0.3525	0.5903	3	68	114	41	2019.1463	9.2195	0.6283
4837	clustering	-0.2783	0.7547	4	137	265	71	2018.8169	21.9296	1.207
4862	cnn	-0.3736	0.826	4	113	241	49	2020.9592	12.6735	1.0379
4889	co-simulation	0.7888	-0.6092	2	75	122	23	2020.0435	7.913	0.5202
4943	codes	0.0119	0.4939	4	72	94	14	2021.8571	7.8571	0.9553
4963	cognition	-0.9392	-0.1254	1	73	106	20	2018.8	10.45	0.7594
5060	collaboration	-0.6598	-0.2389	1	165	290	42	2019.2143	14.6667	1.2095
5123	collaborative work	0.2469	0.9893	3	64	133	14	2022.1429	24.4286	3.7175
5256	communication	0.4946	0.0703	3	521	1822	256	2019.7383	29.3125	1.8231
5297	communication networks	0.8983	-0.2224	2	191	344	44	2020.4773	17.0909	1.4041
5315	communication system security	0.6103	0.279	3	131	251	34	2019.2647	14.4706	0.9746
5317	communication technologies	0.1352	-0.2307	3	95	150	21	2018.5238	27.6667	1.8906
5357	companies	-0.3393	-0.2	1	169	278	30	2021.2333	13.3667	1.4551
5393	competition	-0.8722	-0.3476	1	67	94	20	2019.9	11.65	0.757
5432	complex networks	1.0174	-0.2604	2	91	135	28	2018.8929	17	1.054
5447	complexity	-0.524	-0.1541	1	92	120	28	2018.8214	7.4643	0.5439
5451	compliance	-1.0199	-0.4159	1	76	124	26	2019.3462	10.6923	0.6321
5526	computation	0.1785	0.2372	3	70	99	20	2019.9	30.55	1.7964
5544	computational intelligence	-0.6976	0.2085	1	83	114	15	2018.2667	45.4667	2.4579
5546	computational modeling	0.3854	0.2153	4	323	869	99	2021.4646	11.6263	1.3811
5559	computer	-0.8037	-0.1797	1	87	125	22	2019.4091	12.1818	0.877
5566	computer architecture	0.2072	0.5676	3	280	741	79	2020.9873	24.2405	2.0408
5576	computer crime	0.1939	-0.0366	4	490	1743	193	2021.0259	12.886	1.5036
5592	computer hacking	-0.1712	0.424	4	120	187	27	2019.8148	11.1852	0.8734
5614	computer network security	0.8904	-0.495	2	94	145	26	2016.9615	10.5	0.573
5617	computer networks	-0.2374	0.6829	4	58	83	18	2018.2222	11.2778	0.737
5621	computer science	-0.7707	0.1488	1	93	143	25	2020.36	10.28	0.9121
5625	computer security	-0.2279	-0.0478	1	551	2012	315	2019.5714	16.1746	1.1583
5647	computer vision	-0.4516	0.6389	4	75	111	18	2021.4444	8.5	0.9405
5781	confidentiality	0.1298	-0.4588	5	108	237	42	2019.4048	24	1.3431
5797	conflict	-0.8838	-0.3006	1	57	90	24	2019	18.3333	1.051
5856	connected vehicles	0.4482	0.3423	3	153	312	45	2020.3333	21.2667	1.7194
5868	consensus	0.9791	-0.1628	2	218	534	77	2020.1299	34.5714	2.3149
5889	consequences	-0.9664	-0.3943	1	68	92	20	2020.3	13.4	0.9676
5930	construction	-0.4	-0.0854	1	84	138	28	2019.8929	24.1071	1.813
5970	consumption	-0.2104	-0.2777	1	77	104	14	2020.5714	26.3571	2.3618
6017	context	-0.4613	-0.1575	1	138	273	36	2020.0833	13.6111	1.0927
6114	contracts	-0.5883	-0.5513	1	63	78	12	2020.5	25	1.5122
6121	control	0.4453	-0.3754	2	132	207	26	2019.0769	41.4615	2.1728
6178	control strategy	0.8388	-0.4284	2	71	95	14	2020.7143	26.5714	2.0213
6192	control systems	0.8608	-0.1846	2	268	686	88	2019.4545	22.625	1.6947
6201	control-systems	1.0528	-0.147	2	131	216	47	2018.9362	43.6596	2.0304
6210	controller area network	0.1021	0.5284	4	77	158	40	2020.35	11.625	0.9947
6211	controller area network (can)	0.0982	0.5231	4	48	101	17	2020.4118	31.2941	2.0613
6239	convergence	0.9301	-0.068	2	101	176	27	2020.4074	15.1481	1.1908
6268	convolutional neural network	-0.1176	0.9642	4	109	265	60	2021.3333	16.2833	1.4338
6273	convolutional neural networks	-0.1879	0.8879	4	158	388	63	2021.0635	18.2381	1.6161
6277	convolutional neural-network	-0.4403	0.6529	4	56	83	11	2022.2727	12.2727	1.5566
6290	cooperation	-0.8799	-0.3495	1	77	112	23	2018.2609	21.8261	1.3099
6302	cooperative control	0.9905	-0.2852	2	57	83	12	2020.0833	67.8333	4.587
6358	coordination	0.483	-0.4432	2	77	111	18	2019.2222	22.8333	1.5789
6402	corporate governance	-0.9191	-0.5144	1	36	72	19	2021.3158	6.9474	0.7584
6426	correlation	0.2952	-0.0043	4	173	291	40	2020.5	14.425	1.6333
6483	costs	0.2516	0.0279	3	187	292	37	2021.6757	6.8108	0.9211
6523	countermeasure	0.1418	-0.0395	5	60	85	15	2019.7333	9.8667	0.6553
6528	countermeasures	-0.0746	-0.2999	3	200	455	66	2019.7727	34.3788	2.1458
6546	couplings	0.9321	-0.2191	2	74	96	10	2020.8	32.9	2.332
6561	covariance matrices	1.0484	-0.2926	2	59	95	11	2021.1818	22.8182	2.039
6589	covid-19	-0.8893	-0.08	1	200	437	99	2021.2828	21.6263	1.8363
6632	cps security	0.3491	-0.4871	2	71	103	29	2019.8966	13.2069	0.8324
6687	crime	-1.028	-0.2076	1	97	207	52	2018.7692	14.1154	0.7406
6782	critical infrastructure	-0.2294	-0.5626	5	328	1078	249	2018.5783	10.8032	0.6462
6792	critical infrastructure protection	0.1061	-0.6996	5	95	189	61	2017.8033	14.1311	0.8128
6942	cryptocurrency	-0.4636	0.1206	3	73	135	29	2020.1379	16.5517	1.0904
6969	cryptography	0.3769	0.3038	3	332	1140	193	2019.7668	18.8756	1.2474
7078	culture	-1.0747	-0.3646	1	78	148	34	2019.0294	9.8529	0.5388
7161	cyber	-0.5061	-0.3994	1	274	674	143	2019.021	12.8881	0.7736
7196	cyber attack	0.4487	-0.2694	2	790	5553	960	2019.8781	17.7063	1.294
7226	cyber attacks	0.6108	-0.2376	2	398	1120	241	2018.7344	17.8174	1.1139
7277	cyber crime	-0.9686	-0.1555	1	78	127	54	2016.5741	18.6296	0.8063
7291	cyber deception	-0.1372	0.167	5	91	160	34	2020.5588	10	0.7639
7307	cyber defense	-0.4479	-0.2255	1	155	284	70	2017.8571	12.0857	0.9084
7399	cyber insurance	-0.6838	-0.5558	1	109	231	65	2019.7385	14.4308	0.8651
7492	cyber range	-0.9083	-0.1498	1	71	132	58	2020.1724	9.1552	0.5931
7509	cyber resilience	-0.3233	-0.4801	5	164	320	74	2019.4595	9.473	0.6946
7523	cyber risk	-0.7697	-0.4988	1	164	402	90	2020.6778	8.8889	0.75
7741	cyber terrorism	-0.9352	-0.24	1	58	94	23	2014.6957	13.4783	0.6911
7743	cyber threat	-0.593	-0.0773	1	346	963	216	2019.2407	12.7593	0.8723
7758	cyber threat intelligence	-0.5483	0.4209	4	170	391	127	2020.2677	13.1969	0.9396
7801	cyber warfare	-0.8757	-0.2941	1	74	118	40	2017.35	8.275	0.4148
7812	cyber&#8211	0.5928	0.1048	2	111	158	18	2020.8889	21.2222	1.8829
7823	cyber-attack detection	0.6624	-0.1138	2	115	202	40	2020.75	14.9	1.1119
7898	cyber-insurance	-0.6603	-0.5693	1	62	115	28	2017.9286	13.7857	0.7637
7922	cyber-physical	0.0065	-0.3342	5	65	99	27	2017.1852	10.4074	0.4765
7926	cyber-physical attack	0.7906	0.1373	2	97	154	32	2019.3438	18.7812	1.2892
7928	cyber-physical attacks	0.7223	-0.4194	2	183	375	57	2019.614	25.193	1.5303
7988	cyber-physical power system	0.9308	-0.5315	2	92	145	19	2020.2105	17.9474	1.3288
7992	cyber-physical power systems	0.8999	-0.5263	2	71	106	13	2019.9231	25.3846	1.8316
8002	cyber-physical security	0.6941	-0.3771	2	301	911	199	2019.2714	21.6482	1.2347
8023	cyber-physical system	0.5753	-0.1313	2	835	9882	2024	2019.2633	25.8799	1.4747
8028	cyber-physical system security	1.1074	-0.2244	2	86	134	43	2018.0233	30.3721	1.629
8040	cyber-physical systems security	0.7803	-0.0305	2	92	112	30	2019.5667	14.1	0.7963
8201	cybercrime	-1.0045	-0.1963	1	269	853	217	2018.9724	14.4194	0.8575
8220	cybercrimes	-0.9678	0.0853	1	57	89	24	2019.125	6.2083	0.4559
8282	cybersecurity	-0.1419	-0.0514	1	999	40024	9517	2019.3481	17.4676	1.103
8314	cybersecurity awareness	-1.1013	-0.2932	1	98	165	43	2020.4884	6.5349	0.6943
8389	cybersecurity education	-0.9145	-0.1521	1	69	124	82	2019.2927	6.7073	0.4095
8611	cyberspace	-0.8665	-0.2702	1	155	360	115	2018.4435	8.9652	0.5087
8633	cyberterrorism	-0.9133	-0.2936	1	55	96	21	2016.6667	11.0952	0.6186
8742	data	-0.3997	-0.4172	1	65	101	18	2018.2222	10.9444	0.7244
8751	data aggregation	0.7575	0.4425	3	125	232	26	2020.0769	70.7308	3.5217
8754	data analysis	-0.3288	0.0645	5	74	105	26	2019.2692	9	0.6771
8757	data analytics	-0.2637	0.2807	3	168	356	51	2019.5882	37.8235	2.1833
8773	data breach	-0.9057	-0.5154	1	148	356	72	2019.8889	11.4306	0.7841
8787	data breaches	-0.915	-0.5216	1	79	130	25	2019.76	10.6	0.6493
8810	data communication	0.8396	-0.2406	2	76	99	11	2020.7273	11.5455	1.2898
8872	data fusion	0.5524	0.2748	2	116	176	32	2018.4375	26.0938	1.4484
8889	data injection attack	1.0326	-0.3497	2	127	208	29	2020.7586	15.069	1.2142
8890	data injection attacks	1.0075	-0.4723	2	342	1299	180	2020.0667	26.7556	1.822
8893	data integrity	1.0686	-0.5514	2	126	257	38	2019.8947	23.6579	1.6553
8897	data integrity attacks	1.0225	-0.5726	2	68	101	14	2019.3571	33	1.8353
8924	data mining	-0.5085	0.4837	4	265	661	141	2018.5957	27.6028	1.7513
8933	data models	0.4186	0.251	4	340	1128	127	2021.622	15.3228	1.9244
8967	data privacy	0.1306	0.6454	3	252	651	95	2020.8737	18.4842	1.7065
8977	data protection	-0.7091	-0.2866	1	128	266	61	2019.459	8.3443	0.536
9008	data science	-0.5047	0.6257	4	67	113	23	2020.0435	25.913	1.5323
9012	data security	-0.5318	-0.097	1	189	367	79	2018.6835	11.2532	0.8128
9068	data visualization	-0.4541	0.0511	1	76	121	27	2018.2222	13	0.8697
9077	data-driven	0.6514	-0.0757	2	77	105	16	2020.8125	37.3125	2.2046
9111	data-injection attacks	1.0356	-0.4155	2	223	479	62	2019.2581	77.1613	3.9749
9137	databases	-0.0604	0.0734	4	138	218	32	2020.4375	9.2812	0.792
9148	dataset	-0.4952	0.8725	4	121	297	48	2020.9167	14.0417	1.2456
9155	datasets	-0.2899	0.867	4	61	108	21	2020.4286	8.7143	0.6572
9260	decentralized control	0.8602	-0.2631	2	121	217	27	2020.3333	29.963	2.3731
9293	deception	-0.7236	-0.1132	1	123	246	65	2018.0308	9.9538	0.5621
9295	deception attack	1.0792	-0.1794	2	57	90	12	2020.1667	68.75	4.7675
9297	deception attacks	1.0349	-0.2098	2	87	166	30	2020.9	32.7667	2.4593
9314	decision	-0.8431	-0.2929	1	128	184	31	2019.8387	8.129	0.5445
9321	decision making	-0.6598	-0.2086	1	186	335	53	2020.2264	10.8679	0.7928
9343	decision tree	-0.2845	1.0478	4	52	101	23	2020.3913	9.8696	1.0099
9352	decision-making	-0.7938	-0.2358	1	256	529	91	2019.6484	16.6154	1.1544
9391	deep	0.5094	-0.0332	4	125	228	26	2021.1538	18.6154	1.5015
9419	deep learning	-0.2135	0.8838	4	547	4173	780	2021.05	23.6679	1.9305
9420	deep learning (dl)	0.1058	0.9835	4	105	245	28	2021.6786	27.25	3.6023
9427	deep learning approach	-0.231	1.0042	4	121	275	43	2021.1395	16.9767	1.3774
9453	deep neural network	-0.1371	0.9569	4	90	167	39	2020.9487	10.359	1.0416
9456	deep neural networks	-0.2184	0.9726	4	76	144	32	2020.3438	41.0312	2.5118
9474	deep reinforcement learning	0.4975	0.1473	2	113	172	32	2021.4688	11.9375	1.1516
9536	defense	0.2595	-0.2936	2	337	879	146	2019.7055	19.7192	1.223
9588	definition	-0.6354	-0.2931	1	93	135	24	2018.5833	11.375	0.7559
9601	delay	1.0443	-0.173	2	92	160	31	2020.4194	17.5484	1.3162
9624	delays	0.9824	-0.264	2	160	302	40	2020.75	16.3	1.4119
9645	demand	0.3377	-0.3858	2	85	120	18	2019.4444	23.3333	1.567
9652	demand response	0.6273	-0.4493	2	201	452	65	2018.7846	48.5846	2.7758
9664	demand-side management	0.5035	-0.5171	2	91	158	19	2019.9474	35	2.4241
9684	denial of service	0.3101	0.4814	4	441	1850	373	2019.4718	16.8365	1.1544
9692	denial-of-service	1.0116	-0.1406	2	91	143	29	2019.1379	26.5172	1.2631
9695	denial-of-service (dos) attack	0.9373	-0.1975	2	69	104	14	2020.7143	62.0714	4.2156
9700	denial-of-service attack	0.9764	-0.0782	2	206	439	53	2021.3396	14.4717	1.7643
9701	denial-of-service attacks	1.012	-0.2426	2	58	94	16	2019.9375	15.5	1.0504
9733	dependability	0.1152	0.0764	5	80	149	29	2018.8276	10	0.8073
9796	design	0.3093	-0.1851	2	611	2408	417	2019.7074	24.3285	1.636
9827	design science	-0.9557	-0.4566	1	71	109	20	2020.35	7.75	0.7567
9863	detection	0.0244	0.1428	4	204	473	93	2020.0968	12.7312	0.9339
9866	detection algorithms	0.7017	-0.0327	2	91	130	16	2021.0625	24.8125	2.0653
9875	detection framework	-0.1308	0.8083	4	84	153	17	2020.7059	23.7647	2.1451
9893	detection scheme	0.9001	0.0989	2	65	95	10	2021.2	32.1	2.9685
9896	detection system	-0.2133	0.9303	4	193	539	80	2021.15	21.275	2.0827
9897	detection systems	-0.3299	0.958	4	89	177	22	2020.9091	36.1364	2.4194
9908	detectors	1.0375	-0.259	2	206	461	58	2021.3966	15.4828	1.504
9910	determinants	-0.9715	-0.3838	1	113	186	31	2020.2258	13.0968	0.8665
9920	deterrence	-1.1325	-0.3627	1	133	404	75	2019.0933	12.7067	0.7781
9991	devices	-0.5444	0.2782	3	152	377	60	2020.4333	21.4167	1.337
10018	diagnosis	0.7536	-0.0277	2	100	177	32	2019.6875	25.9062	1.5593
10063	differential privacy	0.7072	0.4818	3	103	170	28	2020.5714	23.1429	1.6134
10138	digital economy	-0.8509	-0.1777	1	43	69	24	2019.5833	10.25	0.6517
10172	digital forensics	-0.704	0.1548	1	146	294	72	2018.8889	12.8889	0.7814
10185	digital health	-0.821	-0.0436	1	49	75	20	2020.6	21.8	3.3986
10310	digital transformation	-0.8428	-0.1781	1	99	158	38	2021.0263	24.0526	2.2728
10315	digital twin	-0.2736	-0.1376	5	193	474	80	2021.2875	18.475	1.7048
10321	digital twins	-0.2176	-0.1083	5	107	200	27	2021.7778	11.1852	1.9327
10341	digitalization	-0.5491	-0.5191	1	125	270	49	2020.7551	12.7959	1.3269
10416	disclosure	-0.9154	-0.5017	1	70	156	29	2020.2414	13.4483	0.8159
10433	discovery	-0.7236	0.0824	1	90	135	25	2019.12	23.88	1.4605
10463	discrete-event systems	0.6	-0.1781	2	70	180	36	2020.0278	17.6389	1.3122
10487	disinformation	-0.9294	-0.2262	1	48	72	24	2021.1667	6.9167	0.6782
10549	distributed attack detection	-0.0236	1.0848	4	62	118	13	2021.3077	13.0769	1.4772
10563	distributed computing	-0.4605	0.2723	3	71	102	19	2018.8947	15.8947	0.8174
10569	distributed control	0.9016	-0.3418	2	161	345	49	2019.2653	58.6122	2.8332
10587	distributed databases	0.8808	0.2225	3	85	136	15	2021.0667	18.2	1.9241
10590	distributed denial of service	-0.113	0.9482	4	65	114	20	2020.9	11.25	1.0728
10625	distributed energy resources	0.8388	-0.4919	2	128	203	35	2019.5429	22.0571	1.2598
10652	distributed generation	0.7595	-0.4226	2	94	144	23	2019.6957	15.0435	1.1707
10676	distributed ledger	-0.1017	0.3034	3	95	212	32	2020.9062	20.5312	2.0102
10680	distributed ledger technology	-0.3752	0.0942	3	46	88	18	2020.4444	31.2222	2.3191
10704	distributed power generation	0.9206	-0.4805	2	81	142	17	2018.8824	11.4706	0.6399
10752	distributed systems	0.0806	0.046	3	58	88	21	2018.1429	14.5238	0.8253
10788	distribution networks	0.8031	-0.4733	2	127	207	27	2020.9259	13.4815	1.0911
11055	drones	0.2573	0.2438	3	79	131	23	2020.3043	47.3043	2.9045
11277	dynamic state estimation	1.086	-0.4666	2	101	214	28	2020.0357	25.6071	1.7056
11329	dynamics	-0.7176	-0.222	1	152	231	44	2019.9545	17.5227	1.1157
11341	e-commerce	-1.0348	-0.3527	1	107	213	47	2019.3617	10.4681	0.7773
11359	e-government	-0.9208	-0.3679	1	93	158	31	2019.7419	15.0323	1.2848
11434	eavesdropping	0.6364	0.279	3	60	91	15	2019.5333	13.6667	1.5972
11519	economic-impact	-0.921	-0.5258	1	52	78	12	2020.0833	11.0833	0.7748
11525	economics	-0.7216	-0.5411	1	197	366	66	2017.9242	13.9091	0.8225
11541	ecosystems	-0.1556	0.3801	3	86	140	15	2020.6667	11.2	1.0834
11552	edge	0.0441	0.3378	3	139	324	38	2020.6053	40.5263	2.8892
11565	edge computing	0.2785	0.7505	3	259	838	113	2020.5752	31.708	2.0817
11620	education	-1.0831	-0.1932	1	206	542	135	2019.2815	7.8593	0.5359
11676	efficiency	-0.2071	-0.2209	1	137	220	33	2020.5455	18.0606	1.51
11678	efficient	0.5697	0.5675	3	279	862	125	2019.968	22.952	1.5781
11780	electric vehicle	0.4994	-0.5019	2	74	128	20	2020.35	29.85	2.152
11789	electric vehicles	0.4957	-0.4656	2	189	431	56	2020.4107	42.5536	2.822
11817	electricity	0.2767	-0.5012	2	73	117	16	2018.8125	38.375	2.2184
11825	electricity market	0.6747	-0.6046	2	74	108	16	2018.25	51.625	2.7509
11913	electronic mail	-0.4536	0.4321	4	155	266	30	2021.3667	22.9333	2.1009
11948	elliptic curve cryptography	0.568	0.6618	3	80	165	30	2019.9	11.4333	0.8916
12000	embedded systems	0.1706	0.1189	5	117	231	52	2019.1923	11.8269	0.7488
12109	employees	-1.11	-0.3537	1	57	81	13	2020.7692	11.3077	1.0983
12165	encryption	0.3536	0.2004	3	338	1031	188	2019.7234	16.516	1.2656
12207	energy	0.0261	-0.0679	3	299	862	115	2019.4348	65.1826	3.5651
12221	energy consumption	0.4948	0.7259	3	62	90	12	2019.4167	39.4167	2.2759
12241	energy efficiency	0.6122	0.3356	3	98	149	28	2019.75	28.4286	2.0111
12255	energy internet	0.4212	-0.5226	3	70	108	16	2019.5	35.0625	2.0663
12262	energy management	0.5611	-0.4459	2	183	384	52	2020.1923	39.2885	2.4089
12266	energy management system	0.8621	-0.4748	2	75	120	19	2020.1053	20.7368	1.5025
12268	energy management systems	0.897	-0.4871	2	68	90	11	2019.7273	11.7273	0.7702
12297	energy storage	0.9397	-0.3465	2	79	113	14	2019.3571	20	1.3536
12309	energy theft	0.7925	-0.4788	2	58	92	10	2018.8	49.2	2.7758
12312	energy trading	0.4895	-0.5112	2	66	99	13	2021.0769	23.5385	1.9966
12326	energy-efficient	0.5019	0.6706	3	63	90	10	2018.6	41.3	2.2513
12336	enforcement	0.4924	-0.1631	2	57	88	15	2019.5333	8.5333	0.7153
12356	engines	-0.0162	0.5112	4	64	86	9	2021	20.6667	1.7839
12379	ensemble	-0.2973	1.0225	4	132	396	74	2020.4595	14.4865	1.1756
12396	ensemble learning	-0.3859	0.8823	4	113	242	53	2020.8113	15.8868	1.3565
12468	entropy	0.1576	0.3889	4	160	276	52	2020.0577	9.8654	0.9252
12479	environment	-0.5213	-0.0421	1	97	141	26	2019.0385	17.0385	1.4286
12596	estimation	0.841	-0.0732	2	148	247	32	2020.8438	19.0312	2.0278
12613	ethereum	-0.0593	0.3573	3	74	148	23	2020.6957	11.5217	1.1635
12643	ethics	-0.8454	-0.1	1	117	238	49	2019.4898	18.6122	1.9453
12684	europe	-0.7394	-0.3131	1	62	87	21	2020.4762	13.619	0.8329
12717	evaluation	-0.5402	-0.1879	1	75	96	30	2018.2667	12.8	0.6857
12792	event-triggered control	0.9811	-0.1175	2	82	120	16	2020.375	61.875	4.2541
12804	events	-0.8963	-0.5416	1	55	86	16	2019.5	14.1875	0.8701
12825	evolution	-0.6675	-0.0759	1	109	162	30	2019.9667	15.5333	0.9926
12924	experience	-0.9511	-0.1466	1	73	103	16	2019.75	15.4375	1.204
13151	facebook	-1.0611	-0.1664	1	61	109	24	2018.75	11.9583	0.7284
13204	failure	-0.2957	-0.5879	1	52	82	16	2019.1875	11.625	0.7361
13221	failures	1.1232	-0.2632	2	60	95	22	2018.5909	14.5909	0.7681
13258	false data	0.8753	-0.447	2	62	96	11	2021.2727	11.5455	1.1798
13264	false data injection	1.0665	-0.4351	2	280	883	146	2020.1027	21.2945	1.5328
13267	false data injection (fdi) attacks	1.0443	-0.3303	2	65	92	14	2021.0714	11.8571	0.9326
13268	false data injection attack	0.9683	-0.4564	2	214	580	101	2019.8515	25.5743	1.4376
13269	false data injection attack (fdia)	1.0301	-0.4402	2	78	133	20	2021.3	13.6	1.2987
13271	false data injection attacks	0.9882	-0.4952	2	175	391	73	2019.589	40.1096	2.1163
13366	fault detection	0.9495	-0.0985	2	106	173	30	2020.0667	63.1333	3.0193
13373	fault diagnosis	0.8914	-0.2715	2	92	142	24	2018.875	37.7917	1.9537
13393	fault tolerance	0.7791	0.3442	3	72	102	16	2020.3125	15.1875	1.2146
13406	fault-detection	0.94	-0.2696	2	160	312	48	2020.1042	26.1667	1.6718
13407	fault-diagnosis	0.629	-0.172	2	112	146	18	2020.8889	10.1111	1.2032
13411	fault-tolerance	0.7849	0.0005	2	65	96	13	2019	37.5385	1.8837
13437	fdi attacks	0.9502	-0.4375	2	70	97	12	2021.75	6.5	0.9232
13445	fear appeals	-1.1542	-0.3371	1	133	489	68	2020.1029	20.2353	1.1568
13462	feature engineering	-0.5662	0.7427	4	76	129	23	2020.4783	11.6087	0.8451
13464	feature extraction	-0.117	0.7705	4	341	1416	194	2021.0309	14.8196	1.4999
13489	feature selection	-0.3804	0.9681	4	166	611	132	2020.197	16.5909	1.277
13506	feature-selection	-0.2996	0.9829	4	180	578	88	2020.625	23.2159	1.8152
13510	features	-0.6188	0.7458	4	101	202	41	2020.5122	20.2439	1.4872
13537	federated learning	0.2468	0.9707	3	146	390	61	2021.918	13.0492	1.6657
13538	federated learning (fl)	0.2067	1.0018	3	56	105	11	2022.4545	27.8182	5.1083
13751	fintech	-0.8804	-0.2048	1	54	80	21	2020.3333	23.5714	1.3774
13768	firewall	0.146	-0.0526	5	65	91	26	2017.8462	8.6154	0.4117
13784	firm performance	-0.8635	-0.4125	1	50	81	13	2021.6923	12.3077	1.5343
13789	firms	-0.9074	-0.5287	1	92	196	34	2020.4706	11.5588	0.9298
13878	flow	0.7678	-0.0768	2	97	143	24	2019.25	14.2917	0.8322
13941	fog	0.0273	0.3247	3	120	249	28	2019.8929	36.5714	2.3074
13944	fog computing	0.259	0.8516	3	179	565	85	2019.9647	28.0118	1.7956
13987	forecasting	0.2905	-0.0716	4	105	172	29	2019.3103	15.3793	1.0635
14031	forensics	-0.4951	0.393	4	132	265	53	2018.5283	14.4528	0.8656
14061	formal methods	0.0343	-0.303	5	63	110	30	2019.2667	8.3667	0.5385
14109	fourth industrial revolution	-0.0819	-0.1472	5	135	260	28	2021.1786	14.5714	1.6907
14113	fpga	0.1521	0.1291	5	81	127	41	2019.3902	36.3659	3.0942
14148	framework	-0.3142	-0.2375	1	733	4405	631	2020.1395	22.0935	1.5726
14157	fraud	-1.0327	-0.1899	1	61	97	26	2019.6154	16.6154	1.0816
14195	frequency	0.7013	-0.2721	2	78	98	15	2020.0667	11.8667	0.7721
14197	frequency control	0.9357	-0.3682	2	145	307	33	2020.7576	37.1515	2.4258
14202	frequency measurement	0.9408	-0.3918	2	77	118	13	2021.4615	12	1.0239
14288	functional safety	-0.1432	-0.2313	5	44	79	22	2019.4091	9.7727	0.5689
14319	fusion	0.0284	0.6149	4	107	165	31	2019.7097	19.1935	1.3588
14323	future	-0.4831	-0.287	1	364	1191	168	2019.9762	33.8452	2.4216
14396	fuzzy logic	-0.4586	-0.5557	1	85	130	29	2019.4138	10.3793	0.8457
